name,smiles,Tox-score,SAscore
Aminopyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,0.36385738073780965,0.3128466429538462
Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.39659148273693506,0.3090572512159515
Ammonium benzoate,C1=CC=C(C=C1)C(=O)[O-].[NH4+],0.6461348264694666,0.21704207695245578
Ammonium chloride,[NH4+].[Cl-],0.8091266223099879,0.0005611585856575269
Ammonium fluoride,[NH4+].[F-],0.8116313880596612,0.0005611585856575269
Ammonium metavanadate,[NH4+].[O-][V](=O)=O,0.7438387834211954,0.004846392380062792
Ammonium monovanadate,[NH4+].[O-][V](=O)=O,0.7438387834211954,0.004846392380062792
Amphetamine,CC(CC1=CC=CC=C1)N,0.40835116532685173,0.4323206061130845
Anandamide,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO,0.4997811312086157,0.16365047262387103
Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,0.5590413498805782,0.1529274246647155
Andarine,CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O,0.3078973249833407,0.1542442497082423
Aniline,C1=CC=C(C=C1)N,0.779663517770992,0.76845771493752
Aniline hydrochloride,C1=CC=C(C=C1)N.Cl,0.7594128010025819,0.5907286877254324
Aniracetam,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,0.3128874551738049,0.47487125572175654
Anisole,COC1=CC=CC=C1,0.6552645207537418,1.0
Anserine,CN1C=NC=C1CC(C(=O)O)NC(=O)CCN,0.281424806725832,0.1508895584214659
Anthocyanins,C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2,0.7444558528270733,0.25612397672300447
Anthranilamide,C1=CC=C(C(=C1)C(=O)N)N,0.6835282177233295,0.5212792633760739
Apigenin,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,0.67301942874751,0.28574103030175185
Arachidonic acid,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,0.4930983881106398,0.17057682264587096
Arecoline,CN1CCC=C(C1)C(=O)OC,0.5227801792231032,0.19849596825017976
Arginine,C(CC(C(=O)O)N)CN=C(N)N,0.584375688082095,0.17641001119949215
Arginine AKG,C(CC(C(=O)O)N)CN=C(N)N.C(CC(C(=O)O)N)CN=C(N)N.C(CC(=O)O)C(=O)C(=O)O,0.5651424200137437,0.07758165261372917
Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0.3745952638946481,0.2613974350928896
Armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,0.4930344945555247,0.19156926079168574
Arsenazo I,C1=CC=C(C(=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)O)S(=O)(=O)O)O)O)[As](=O)(O)O,0.6042688278286925,0.08780159707819989
Arsenazo III,C1=CC=C(C(=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)O)S(=O)(=O)O)N=NC4=CC=CC=C4[As](=O)(O)O)O)O)[As](=O)(O)O,0.6292621584934888,0.050458729324520106
Ascorbic Acid,C(C(C1C(=C(C(=O)O1)O)O)O)O,0.4049322197658009,0.06866771019663327
Astaxanthin,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,0.5061752800820041,0.02481608976500042
Astragaloside IV,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,0.3588359148638451,0.002977200219296408
Atarax,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.4027012249280614,0.23262284883923384
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,0.3336677408397663,0.23791813343153395
Atomoxetine,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,0.283853816901835,0.2696790734463277
Auramine O,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,0.645226008907272,0.30199040149607337
Avanafil,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,0.1038698799037622,0.11830656676927424
Avizafone,CN(C1=C(C=C(C=C1)Cl)C(=O)C2=CC=CC=C2)C(=O)CNC(=O)C(CCCCN)N,0.2588598766980091,0.17074527055108885
Azelaic acid,C(CCCC(=O)O)CCCC(=O)O,0.5417258439108902,0.5268662586938149
Azure II,CNC1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-].[Cl-],0.45658963047207773,0.07966097193091151
Azure KX,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)S(=O)(=O)[O-])NC5=NC(=NC(=N5)Cl)Cl)S(=O)(=O)[O-])N.[Na+].[Na+],0.4736377739801102,0.07337792837309236
Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,0.39762579333708153,0.2512033361827278
Bacoside A,CC(=CCCC(C)(C1C2CCC3C(C2(CC1=O)C)(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)OC6C(C(C(CO6)O)O)O)O)O)CO)C)O)C,0.3785255857484752,0.006559843396889
Baicalein,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,0.5900411028358912,0.2869346798404251
Baicalin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,0.48056938596800963,0.05542163007603278
BAM15,C1=CC=C(C(=C1)NC2=NC3=NON=C3N=C2NC4=CC=CC=C4F)F,0.531705932314978,0.2379780486618468
Bemethyl,CCSC1=NC2=CC=CC=C2N1.Br,0.47145166885114204,0.3151516622796524
